price,miles,year,make,model,engine_size,state
6780.0,162030.0,2004.0,toyota,Prius,1.5,BC
6999.0,207111.0,2006.0,toyota,Prius,1.5,AB
13995.0,139322.0,2016.0,toyota,Prius,1.8,NS
20495.0,54694.0,2017.0,toyota,Prius,1.8,QC
16995.0,94000.0,2017.0,toyota,Prius,1.8,QC
21900.0,60200.0,2017.0,toyota,Prius,1.8,BC
25600.0,42156.0,2018.0,toyota,Prius,1.8,BC
25600.0,42156.0,2018.0,toyota,Prius,1.8,BC
24880.0,20928.0,2018.0,toyota,Prius,1.8,BC
24880.0,20928.0,2018.0,toyota,Prius,1.8,BC
15495.0,100357.0,2016.0,toyota,Prius,1.8,QC
14000.0,132623.0,2016.0,toyota,Prius,1.8,QC
18495.0,41750.0,2017.0,toyota,Prius,1.8,ON
18198.0,76452.0,2017.0,toyota,Prius,1.8,QC
17398.0,76452.0,2017.0,toyota,Prius,1.8,QC
17398.0,76452.0,2017.0,toyota,Prius,1.8,QC
17398.0,76452.0,2017.0,toyota,Prius,1.8,QC
17398.0,76452.0,2017.0,toyota,Prius,1.8,QC
18198.0,76452.0,2017.0,toyota,Prius,1.8,QC
18198.0,76452.0,2017.0,toyota,Prius,1.8,QC
18198.0,76452.0,2017.0,toyota,Prius,1.8,QC
15897.0,80170.0,2017.0,toyota,Prius,1.8,ON
16995.0,127140.0,2016.0,toyota,Prius,1.8,ON
16995.0,127140.0,2016.0,toyota,Prius,1.8,ON
18990.0,54469.0,2017.0,toyota,Prius,1.8,QC
18990.0,54469.0,2017.0,toyota,Prius,1.8,QC
18400.0,86596.0,2017.0,toyota,Prius,1.8,ON
19645.0,33500.0,2017.0,toyota,Prius,1.8,QC
21863.0,38830.0,2017.0,toyota,Prius,1.8,QC
21863.0,38830.0,2017.0,toyota,Prius,1.8,QC
18850.0,37263.0,2017.0,toyota,Prius,1.8,ON
18850.0,37263.0,2017.0,toyota,Prius,1.8,ON
17900.0,90527.0,2017.0,toyota,Prius,1.8,NS
23297.0,49260.0,2018.0,toyota,Prius,1.8,QC
23297.0,49260.0,2018.0,toyota,Prius,1.8,QC
19587.0,65000.0,2018.0,toyota,Prius,1.8,ON
17895.0,105215.0,2016.0,toyota,Prius,1.8,BC
19800.0,65385.0,2017.0,toyota,Prius,1.8,ON
18878.0,65743.0,2017.0,toyota,Prius,1.8,QC
18878.0,65743.0,2017.0,toyota,Prius,1.8,QC
22619.0,46114.0,2018.0,toyota,Prius,1.8,ON
22559.0,46114.0,2018.0,toyota,Prius,1.8,ON
17998.0,62760.0,2017.0,toyota,Prius,1.8,QC
17998.0,62760.0,2017.0,toyota,Prius,1.8,QC
17998.0,62760.0,2017.0,toyota,Prius,1.8,QC
17998.0,62760.0,2017.0,toyota,Prius,1.8,QC
17998.0,62760.0,2017.0,toyota,Prius,1.8,QC
17998.0,62760.0,2017.0,toyota,Prius,1.8,QC
17998.0,62760.0,2017.0,toyota,Prius,1.8,QC
17998.0,62760.0,2017.0,toyota,Prius,1.8,QC
16995.0,90501.0,2016.0,toyota,Prius,1.8,ON
19998.0,36925.0,2016.0,toyota,Prius,1.8,ON
15488.0,123161.0,2017.0,toyota,Prius,1.8,QC
15488.0,123161.0,2017.0,toyota,Prius,1.8,QC
15488.0,123161.0,2017.0,toyota,Prius,1.8,QC
16859.0,73368.0,2016.0,toyota,Prius,1.8,ON
16919.0,73368.0,2016.0,toyota,Prius,1.8,ON
19655.0,38868.0,2017.0,toyota,Prius,1.8,ON
19655.0,38868.0,2017.0,toyota,Prius,1.8,ON
17550.0,59000.0,2017.0,toyota,Prius,1.8,BC
23500.0,54779.0,2018.0,toyota,Prius,1.8,ON
22500.0,19350.0,2018.0,toyota,Prius,1.8,QC
16895.0,90178.0,2017.0,toyota,Prius,1.8,QC
19999.0,35104.0,2018.0,toyota,Prius,1.8,QC
19999.0,35104.0,2018.0,toyota,Prius,1.8,QC
19999.0,35104.0,2018.0,toyota,Prius,1.8,QC
12448.0,145235.0,2012.0,toyota,Prius,1.8,NB
12999.0,57221.0,2010.0,toyota,Prius,1.8,AB
8999.0,164539.0,2010.0,toyota,Prius,1.8,ON
7150.0,221000.0,2010.0,toyota,Prius,1.8,ON
12761.0,122273.0,2012.0,toyota,Prius,1.8,BC
8999.0,203825.0,2013.0,toyota,Prius,1.8,ON
17490.0,108891.0,2015.0,toyota,Prius,1.8,BC
16924.0,78948.0,2015.0,toyota,Prius,1.8,BC
11880.0,116167.0,2010.0,toyota,Prius,1.8,BC
11880.0,116167.0,2010.0,toyota,Prius,1.8,BC
5999.0,201066.0,2010.0,toyota,Prius,1.8,ON
12995.0,130700.0,2012.0,toyota,Prius,1.8,ON
13288.0,142770.0,2012.0,toyota,Prius,1.8,AB
10995.0,151799.0,2012.0,toyota,Prius,1.8,ON
5950.0,291964.0,2014.0,toyota,Prius,1.8,ON
8499.0,181887.0,2010.0,toyota,Prius,1.8,ON
9963.0,99216.0,2011.0,toyota,Prius,1.8,QC
9963.0,99216.0,2011.0,toyota,Prius,1.8,QC
9963.0,99216.0,2011.0,toyota,Prius,1.8,QC
9963.0,99216.0,2011.0,toyota,Prius,1.8,QC
9963.0,99216.0,2011.0,toyota,Prius,1.8,QC
9963.0,99216.0,2011.0,toyota,Prius,1.8,QC
9963.0,99216.0,2011.0,toyota,Prius,1.8,QC
9963.0,99216.0,2011.0,toyota,Prius,1.8,QC
17490.0,43344.0,2012.0,toyota,Prius,1.8,BC
11995.0,168000.0,2012.0,toyota,Prius,1.8,QC
11995.0,168000.0,2012.0,toyota,Prius,1.8,QC
11995.0,168000.0,2012.0,toyota,Prius,1.8,QC
11795.0,122900.0,2013.0,toyota,Prius,1.8,QC
11995.0,165000.0,2013.0,toyota,Prius,1.8,QC
14495.0,78000.0,2014.0,toyota,Prius,1.8,ON
13988.0,101280.0,2015.0,toyota,Prius,1.8,ON
16500.0,15366.0,2015.0,toyota,Prius,1.8,QC
6800.0,180100.0,2010.0,toyota,Prius,1.8,ON
14800.0,76714.0,2013.0,toyota,Prius,1.8,ON
14488.0,60932.0,2013.0,toyota,Prius,1.8,QC
11995.0,160591.0,2010.0,toyota,Prius,1.8,BC
11900.0,98000.0,2011.0,toyota,Prius,1.8,ON
9499.0,187397.0,2012.0,toyota,Prius,1.8,ON
15500.0,0.0,2012.0,toyota,Prius,1.8,BC
12599.0,166303.0,2014.0,toyota,Prius,1.8,ON
14995.0,72569.0,2014.0,toyota,Prius,1.8,QC
11999.0,99000.0,2013.0,toyota,Prius,1.8,ON
17995.0,100570.0,2015.0,toyota,Prius,1.8,BC
7999.0,181562.0,2010.0,toyota,Prius,1.8,ON
10984.0,126795.0,2011.0,toyota,Prius,1.8,QC
9994.0,126795.0,2011.0,toyota,Prius,1.8,QC
10984.0,126795.0,2011.0,toyota,Prius,1.8,QC
12888.0,201169.0,2012.0,toyota,Prius,1.8,AB
12888.0,201169.0,2012.0,toyota,Prius,1.8,AB
11999.0,108585.0,2012.0,toyota,Prius,1.8,ON
9999.0,177012.0,2012.0,toyota,Prius,1.8,ON
13888.0,117961.0,2010.0,toyota,Prius,1.8,BC
13888.0,117961.0,2010.0,toyota,Prius,1.8,BC
16900.0,74674.0,2010.0,toyota,Prius,1.8,BC
16900.0,74674.0,2010.0,toyota,Prius,1.8,BC
14910.0,63156.0,2012.0,toyota,Prius,1.8,ON
13495.0,65000.0,2013.0,toyota,Prius,1.8,ON
12990.0,115879.0,2013.0,toyota,Prius,1.8,ON
13990.0,42996.0,2013.0,toyota,Prius,1.8,ON
17990.0,65800.0,2013.0,toyota,Prius,1.8,BC
13995.0,122000.0,2014.0,toyota,Prius,1.8,ON
16509.0,50628.0,2015.0,toyota,Prius,1.8,ON
15995.0,84303.0,2015.0,toyota,Prius,1.8,ON
6995.0,235370.0,2010.0,toyota,Prius,1.8,ON
8950.0,158546.0,2010.0,toyota,Prius,1.8,ON
14156.0,146622.0,2012.0,toyota,Prius,1.8,BC
10995.0,136328.0,2012.0,toyota,Prius,1.8,ON
5995.0,333544.0,2014.0,toyota,Prius,1.8,ON
4495.0,267975.0,2010.0,toyota,Prius,1.8,ON
8900.0,179900.0,2010.0,toyota,Prius,1.8,BC
14995.0,88480.0,2011.0,toyota,Prius,1.8,BC
14995.0,88480.0,2011.0,toyota,Prius,1.8,BC
14299.0,0.0,2012.0,toyota,Prius,1.8,NB
8995.0,239500.0,2013.0,toyota,Prius,1.8,QC
28998.0,10180.0,2021.0,toyota,Prius,1.8,ON
37791.0,225.0,2021.0,toyota,Prius,1.8,ON
34998.0,2870.0,2020.0,toyota,Prius,1.8,ON
29544.0,14150.0,2019.0,toyota,Prius,1.8,QC
29544.0,14150.0,2019.0,toyota,Prius,1.8,QC
26495.0,26336.0,2019.0,toyota,Prius,1.8,QC
27488.0,28193.0,2019.0,toyota,Prius,1.8,ON
26488.0,11675.0,2019.0,toyota,Prius,1.8,ON
27995.0,35007.0,2019.0,toyota,Prius,1.8,BC
27995.0,35007.0,2019.0,toyota,Prius,1.8,BC
27995.0,35007.0,2019.0,toyota,Prius,1.8,BC
27995.0,35007.0,2019.0,toyota,Prius,1.8,BC
27995.0,35007.0,2019.0,toyota,Prius,1.8,BC
29826.0,9966.0,2019.0,toyota,Prius,1.8,BC
29750.0,28874.0,2019.0,toyota,Prius,1.8,SK
31499.0,14154.0,2019.0,toyota,Prius,1.8,SK
31499.0,14154.0,2019.0,toyota,Prius,1.8,SK
25995.0,19000.0,2019.0,toyota,Prius,1.8,ON
28995.0,12900.0,2020.0,toyota,Prius,1.8,QC
26450.0,29855.0,2019.0,toyota,Prius,1.8,QC
28995.0,15000.0,2019.0,toyota,Prius,1.8,ON
28547.0,36591.0,2019.0,toyota,Prius,1.8,AB
28547.0,36591.0,2019.0,toyota,Prius,1.8,AB
28547.0,36591.0,2019.0,toyota,Prius,1.8,AB
28547.0,36591.0,2019.0,toyota,Prius,1.8,AB
28547.0,36591.0,2019.0,toyota,Prius,1.8,AB
28547.0,36591.0,2019.0,toyota,Prius,1.8,AB
28547.0,36591.0,2019.0,toyota,Prius,1.8,AB
28547.0,36591.0,2019.0,toyota,Prius,1.8,AB
28547.0,36591.0,2019.0,toyota,Prius,1.8,AB
28547.0,36591.0,2019.0,toyota,Prius,1.8,AB
28547.0,36591.0,2019.0,toyota,Prius,1.8,AB
34999.0,1000.0,2020.0,toyota,Prius,1.8,QC
29599.0,21642.0,2019.0,toyota,Prius,1.8,MB
28500.0,32185.0,2019.0,toyota,Prius,1.8,QC
29399.0,29230.0,2019.0,toyota,Prius,1.8,BC
29399.0,29230.0,2019.0,toyota,Prius,1.8,BC
29500.0,63924.0,2020.0,toyota,Prius,1.8,AB
33995.0,90.0,2020.0,toyota,Prius,1.8,ON
4488.0,310119.0,2006.0,toyota,Highlander,3.3,ON
7650.0,135000.0,2006.0,toyota,Highlander,3.3,ON
16900.0,172565.0,2013.0,toyota,Highlander,3.5,NB
15490.0,159308.0,2012.0,toyota,Highlander,3.5,QC
21480.0,157302.0,2012.0,toyota,Highlander,3.5,BC
21480.0,157302.0,2012.0,toyota,Highlander,3.5,BC
21995.0,157302.0,2012.0,toyota,Highlander,3.5,BC
21480.0,157302.0,2012.0,toyota,Highlander,3.5,BC
21480.0,157302.0,2012.0,toyota,Highlander,3.5,AB
21995.0,157302.0,2012.0,toyota,Highlander,3.5,BC
21480.0,157302.0,2012.0,toyota,Highlander,3.5,BC
21995.0,157302.0,2012.0,toyota,Highlander,3.5,BC
17494.0,184521.0,2013.0,toyota,Highlander,3.5,NS
16993.0,119279.0,2012.0,toyota,Highlander,3.5,NS
13996.0,221412.0,2012.0,toyota,Highlander,3.5,ON
15999.0,200651.0,2011.0,toyota,Highlander,3.5,AB
18480.0,144402.0,2012.0,toyota,Highlander,3.5,ON
14995.0,195510.0,2012.0,toyota,Highlander,3.5,ON
12399.0,174807.0,2012.0,toyota,Highlander,3.5,QC
16888.0,198187.0,2013.0,toyota,Highlander,3.5,AB
16990.0,190003.0,2013.0,toyota,Highlander,3.5,ON
19900.0,170804.0,2013.0,toyota,Highlander,3.5,AB
23998.0,152697.0,2013.0,toyota,Highlander,3.5,AB
24998.0,151206.0,2013.0,toyota,Highlander,3.5,BC
18950.0,120790.0,2013.0,toyota,Highlander,3.5,NS
14995.0,182933.0,2013.0,toyota,Highlander,3.5,NB
14500.0,182551.0,2011.0,toyota,Highlander,3.5,AB
15990.0,170280.0,2012.0,toyota,Highlander,3.5,ON
16888.0,236867.0,2013.0,toyota,Highlander,3.5,AB
16888.0,236867.0,2013.0,toyota,Highlander,3.5,AB
19995.0,93749.0,2012.0,toyota,Highlander,3.5,ON
20998.0,181873.0,2013.0,toyota,Highlander,3.5,AB
16995.0,158000.0,2012.0,toyota,Highlander,3.5,ON
16995.0,158612.0,2012.0,toyota,Highlander,3.5,ON
15972.0,194643.0,2013.0,toyota,Highlander,3.5,NS
15972.0,194643.0,2013.0,toyota,Highlander,3.5,NS
19495.0,122000.0,2013.0,toyota,Highlander,3.5,NB
13999.0,184200.0,2011.0,toyota,Highlander,3.5,ON
14990.0,151458.0,2012.0,toyota,Highlander,3.5,ON
18475.0,171159.0,2013.0,toyota,Highlander,3.5,QC
15995.0,214000.0,2012.0,toyota,Highlander,3.5,BC
21599.0,93778.0,2013.0,toyota,Highlander,3.5,ON
19996.0,106229.0,2013.0,toyota,Highlander,3.5,ON
15400.0,182392.0,2013.0,toyota,Highlander,3.5,ON
25850.0,77993.0,2015.0,toyota,Highlander,3.5,AB
25850.0,77993.0,2015.0,toyota,Highlander,3.5,AB
26750.0,80000.0,2015.0,toyota,Highlander,3.5,ON
29888.0,61348.0,2016.0,toyota,Highlander,3.5,AB
26998.0,80106.0,2016.0,toyota,Highlander,3.5,QC
26998.0,80106.0,2016.0,toyota,Highlander,3.5,QC
23900.0,149864.0,2015.0,toyota,Highlander,3.5,ON
26665.0,116370.0,2015.0,toyota,Highlander,3.5,SK
29777.0,65266.0,2016.0,toyota,Highlander,3.5,BC
29777.0,65266.0,2016.0,toyota,Highlander,3.5,AB
19500.0,185629.0,2014.0,toyota,Highlander,3.5,ON
19500.0,185629.0,2014.0,toyota,Highlander,3.5,ON
19989.0,149444.0,2015.0,toyota,Highlander,3.5,QC
25897.0,84256.0,2015.0,toyota,Highlander,3.5,ON
23994.0,103232.0,2015.0,toyota,Highlander,3.5,NB
26998.0,91113.0,2016.0,toyota,Highlander,3.5,ON
26998.0,91113.0,2016.0,toyota,Highlander,3.5,ON
26998.0,91113.0,2016.0,toyota,Highlander,3.5,ON
27988.0,79579.0,2016.0,toyota,Highlander,3.5,ON
27988.0,79579.0,2016.0,toyota,Highlander,3.5,ON
26482.0,119553.0,2016.0,toyota,Highlander,3.5,ON
20998.0,194569.0,2014.0,toyota,Highlander,3.5,AB
20998.0,194569.0,2014.0,toyota,Highlander,3.5,AB
25888.0,108747.0,2015.0,toyota,Highlander,3.5,AB
25888.0,108747.0,2015.0,toyota,Highlander,3.5,AB
25900.0,105000.0,2016.0,toyota,Highlander,3.5,NS
23657.0,154535.0,2016.0,toyota,Highlander,3.5,ON
25888.0,128551.0,2015.0,toyota,Highlander,3.5,ON
19995.0,152243.0,2014.0,toyota,Highlander,3.5,ON
21788.0,180827.0,2014.0,toyota,Highlander,3.5,ON
21788.0,180827.0,2014.0,toyota,Highlander,3.5,ON
28800.0,103500.0,2015.0,toyota,Highlander,3.5,AB
28800.0,93036.0,2014.0,toyota,Highlander,3.5,AB
28800.0,93036.0,2014.0,toyota,Highlander,3.5,AB
27995.0,106412.0,2015.0,toyota,Highlander,3.5,NB
26995.0,80660.0,2016.0,toyota,Highlander,3.5,BC
26995.0,80660.0,2016.0,toyota,Highlander,3.5,BC
27998.0,129486.0,2016.0,toyota,Highlander,3.5,AB
27682.0,78193.0,2016.0,toyota,Highlander,3.5,ON
24990.0,131436.0,2016.0,toyota,Highlander,3.5,NS
24990.0,131436.0,2016.0,toyota,Highlander,3.5,NS
44995.0,154.0,2020.0,toyota,Highlander,3.5,ON
44995.0,154.0,2020.0,toyota,Highlander,3.5,ON
39999.0,12541.0,2020.0,toyota,Highlander,3.5,ON
43600.0,6.0,2020.0,toyota,Highlander,3.5,QC
40888.0,1790.0,2020.0,toyota,Highlander,3.5,BC
40888.0,1790.0,2020.0,toyota,Highlander,3.5,BC
40888.0,1790.0,2020.0,toyota,Highlander,3.5,BC
40888.0,9351.0,2020.0,toyota,Highlander,3.5,ON
44350.0,6494.0,2020.0,toyota,Highlander,3.5,SK
39588.0,37275.0,2020.0,toyota,Highlander,3.5,ON
39588.0,37275.0,2020.0,toyota,Highlander,3.5,ON
40444.0,29473.0,2020.0,toyota,Highlander,3.5,ON
39872.0,29473.0,2020.0,toyota,Highlander,3.5,ON
29989.0,74716.0,2017.0,toyota,Highlander,3.5,QC
32998.0,39409.0,2017.0,toyota,Highlander,3.5,AB
29988.0,71450.0,2017.0,toyota,Highlander,3.5,ON
25958.0,161156.0,2017.0,toyota,Highlander,3.5,ON
26990.0,103357.0,2017.0,toyota,Highlander,3.5,QC
30999.0,81425.0,2018.0,toyota,Highlander,3.5,ON
30999.0,81425.0,2018.0,toyota,Highlander,3.5,ON
35295.0,37981.0,2018.0,toyota,Highlander,3.5,QC
35749.0,55735.0,2018.0,toyota,Highlander,3.5,QC
34888.0,59810.0,2018.0,toyota,Highlander,3.5,ON
34888.0,59810.0,2018.0,toyota,Highlander,3.5,ON
34888.0,59810.0,2018.0,toyota,Highlander,3.5,ON
34888.0,59810.0,2018.0,toyota,Highlander,3.5,ON
34894.0,35772.0,2019.0,toyota,Highlander,3.5,ON
37995.0,27588.0,2019.0,toyota,Highlander,3.5,ON
36365.0,37134.0,2019.0,toyota,Highlander,3.5,AB
36365.0,37134.0,2019.0,toyota,Highlander,3.5,ON
33995.0,47364.0,2019.0,toyota,Highlander,3.5,ON
33995.0,47364.0,2019.0,toyota,Highlander,3.5,ON
33498.0,68786.0,2019.0,toyota,Highlander,3.5,MB
36995.0,30077.0,2019.0,toyota,Highlander,3.5,SK
36995.0,30077.0,2019.0,toyota,Highlander,3.5,AB
37799.0,35556.0,2019.0,toyota,Highlander,3.5,AB
37799.0,35556.0,2019.0,toyota,Highlander,3.5,SK
35998.0,26897.0,2019.0,toyota,Highlander,3.5,ON
35998.0,26897.0,2019.0,toyota,Highlander,3.5,ON
35998.0,26897.0,2019.0,toyota,Highlander,3.5,ON
37995.0,50105.0,2019.0,toyota,Highlander,3.5,AB
37995.0,50105.0,2019.0,toyota,Highlander,3.5,AB
31423.0,42456.0,2017.0,toyota,Highlander,3.5,NB
32995.0,45458.0,2017.0,toyota,Highlander,3.5,NS
31759.0,48245.0,2019.0,toyota,Highlander,3.5,AB
31759.0,48245.0,2019.0,toyota,Highlander,3.5,AB
31759.0,48245.0,2019.0,toyota,Highlander,3.5,AB
31759.0,48245.0,2019.0,toyota,Highlander,3.5,AB
31759.0,48245.0,2019.0,toyota,Highlander,3.5,AB
31759.0,48245.0,2019.0,toyota,Highlander,3.5,AB
31759.0,48245.0,2019.0,toyota,Highlander,3.5,AB
31759.0,48245.0,2019.0,toyota,Highlander,3.5,AB
31759.0,48245.0,2019.0,toyota,Highlander,3.5,AB
31759.0,48245.0,2019.0,toyota,Highlander,3.5,AB
31759.0,48245.0,2019.0,toyota,Highlander,3.5,AB
39900.0,34050.0,2019.0,toyota,Highlander,3.5,BC
36995.0,21291.0,2019.0,toyota,Highlander,3.5,ON
36418.0,41719.0,2019.0,toyota,Highlander,3.5,AB
36418.0,41719.0,2019.0,toyota,Highlander,3.5,AB
36418.0,41719.0,2019.0,toyota,Highlander,3.5,BC
33399.0,47112.0,2019.0,toyota,Highlander,3.5,AB
33399.0,47112.0,2019.0,toyota,Highlander,3.5,ON
29072.0,126715.0,2017.0,toyota,Highlander,3.5,MB
32995.0,71758.0,2017.0,toyota,Highlander,3.5,QC
30900.0,76037.0,2017.0,toyota,Highlander,3.5,AB
32995.0,42655.0,2018.0,toyota,Highlander,3.5,ON
32995.0,42655.0,2018.0,toyota,Highlander,3.5,ON
32995.0,42655.0,2018.0,toyota,Highlander,3.5,ON
34498.0,44852.0,2018.0,toyota,Highlander,3.5,QC
34498.0,44852.0,2018.0,toyota,Highlander,3.5,QC
34498.0,44852.0,2018.0,toyota,Highlander,3.5,QC
34498.0,44852.0,2018.0,toyota,Highlander,3.5,QC
34498.0,44852.0,2018.0,toyota,Highlander,3.5,QC
34498.0,44852.0,2018.0,toyota,Highlander,3.5,QC
34498.0,44852.0,2018.0,toyota,Highlander,3.5,QC
35900.0,44915.0,2019.0,toyota,Highlander,3.5,AB
35900.0,44915.0,2019.0,toyota,Highlander,3.5,ON
36988.0,46832.0,2019.0,toyota,Highlander,3.5,AB
34749.0,39628.0,2019.0,toyota,Highlander,3.5,ON
35768.0,42750.0,2019.0,toyota,Highlander,3.5,QC
35768.0,42750.0,2019.0,toyota,Highlander,3.5,QC
35768.0,42750.0,2019.0,toyota,Highlander,3.5,QC
39295.0,17921.0,2019.0,toyota,Highlander,3.5,QC
36399.0,56500.0,2019.0,toyota,Highlander,3.5,AB
36399.0,56500.0,2019.0,toyota,Highlander,3.5,ON
36100.0,35498.0,2019.0,toyota,Highlander,3.5,ON
36100.0,35498.0,2019.0,toyota,Highlander,3.5,AB
36999.0,36900.0,2019.0,toyota,Highlander,3.5,ON
35880.0,38211.0,2019.0,toyota,Highlander,3.5,ON
34500.0,25684.0,2019.0,toyota,Highlander,3.5,NS
37995.0,36898.0,2019.0,toyota,Highlander,3.5,NS
37995.0,36898.0,2019.0,toyota,Highlander,3.5,NS
37995.0,36898.0,2019.0,toyota,Highlander,3.5,NS
37995.0,36898.0,2019.0,toyota,Highlander,3.5,NS
37995.0,36898.0,2019.0,toyota,Highlander,3.5,NS
33288.0,63288.0,2018.0,toyota,Highlander,3.5,ON
42850.0,30292.0,2019.0,toyota,Highlander,3.5,BC
42850.0,30292.0,2019.0,toyota,Highlander,3.5,BC
35995.0,40089.0,2019.0,toyota,Highlander,3.5,ON
32990.0,56641.0,2019.0,toyota,Highlander,3.5,MB
32990.0,56641.0,2019.0,toyota,Highlander,3.5,BC
37595.0,36566.0,2019.0,toyota,Highlander,3.5,NB
40971.0,39004.0,2019.0,toyota,Highlander,3.5,AB
40971.0,39004.0,2019.0,toyota,Highlander,3.5,AB
40971.0,39004.0,2019.0,toyota,Highlander,3.5,AB
40971.0,39004.0,2019.0,toyota,Highlander,3.5,AB
40971.0,39004.0,2019.0,toyota,Highlander,3.5,AB
40971.0,39004.0,2019.0,toyota,Highlander,3.5,AB
40971.0,39004.0,2019.0,toyota,Highlander,3.5,AB
40971.0,39004.0,2019.0,toyota,Highlander,3.5,AB
40971.0,39004.0,2019.0,toyota,Highlander,3.5,AB
40971.0,39004.0,2019.0,toyota,Highlander,3.5,AB
40971.0,39004.0,2019.0,toyota,Highlander,3.5,AB
36998.0,42215.0,2019.0,toyota,Highlander,3.5,ON
34495.0,42079.0,2019.0,toyota,Highlander,3.5,ON
34495.0,42079.0,2019.0,toyota,Highlander,3.5,ON
34495.0,40308.0,2019.0,toyota,Highlander,3.5,ON
34495.0,40308.0,2019.0,toyota,Highlander,3.5,ON
37616.0,36720.0,2019.0,toyota,Highlander,3.5,AB
29995.0,83498.0,2017.0,toyota,Highlander,3.5,ON
29995.0,83498.0,2017.0,toyota,Highlander,3.5,ON
26888.0,101000.0,2017.0,toyota,Highlander,3.5,ON
30989.0,92245.0,2017.0,toyota,Highlander,3.5,QC
33995.0,64527.0,2017.0,toyota,Highlander,3.5,AB
33798.0,41504.0,2017.0,toyota,Highlander,3.5,ON
29995.0,74975.0,2017.0,toyota,Highlander,3.5,ON
29895.0,104000.0,2017.0,toyota,Highlander,3.5,QC
34988.0,45013.0,2018.0,toyota,Highlander,3.5,QC
